"E1","E2","E3","E4","E5","E6","E7","E8","fault_type"
2.0826,1.2231,0.79123,0.097171,0.0071042,0.022787,0.0027845,0.00014475,"Normal"
2.0413,1.3567,0.7527,0.088302,0.0064754,0.021465,0.0036006,0.00023639,"Normal"
1.695,1.0683,0.7901,0.095005,0.007259,0.023008,0.0038092,0.00035983,"Normal"
1.9041,1.4828,0.78423,0.0936,0.0077738,0.022614,0.0031702,0.00036705,"Normal"
2.2794,1.458,0.7792,0.096153,0.0080267,0.022738,0.00343,0.00022034,"Normal"
2.0529,1.243,0.76245,0.091646,0.0075062,0.022014,0.0037041,0.00031292,"Normal"
1.8915,1.1722,0.77202,0.094945,0.0066945,0.022312,0.002794,0.00026517,"Normal"
1.9549,1.0815,0.77151,0.094622,0.0076376,0.022299,0.0033716,0.00017216,"Normal"
1.9191,1.1678,0.81892,0.094808,0.0070865,0.022949,0.002532,0.00016111,"Normal"
2.234,1.0662,0.7526,0.089056,0.0065309,0.021655,0.0030397,0.00019018,"Normal"
2.1092,1.0631,0.79676,0.094546,0.0078341,0.022755,0.003171,0.00030297,"Normal"
1.842,1.2537,0.76312,0.09048,0.0070777,0.021884,0.0030462,0.00027377,"Normal"
2.0908,0.98667,0.78715,0.096545,0.0074877,0.023131,0.0026703,0.00023771,"Normal"
2.3774,1.3347,0.73944,0.088067,0.0069773,0.021111,0.0031523,0.00015784,"Normal"
1.9758,1.3537,0.7849,0.094979,0.0073303,0.022353,0.0035573,0.00047032,"Normal"
1.4167,1.2696,0.7544,0.093553,0.0081701,0.022228,0.0035705,0.00030232,"Normal"
1.9015,1.3936,0.78534,0.09205,0.0061193,0.022772,0.0044028,0.00041689,"Normal"
1.8391,1.1106,0.76596,0.095742,0.0097025,0.023756,0.0063829,0.001869,"Normal"
1.906,1.6272,0.76076,0.097664,0.0091636,0.023054,0.0041206,0.00072781,"Normal"
1.6467,1.1991,0.74187,0.087786,0.006262,0.021359,0.0034475,0.00015315,"Normal"
2.5809,1.6093,0.74732,0.093503,0.0073615,0.02195,0.0050396,0.00019353,"Normal"
2.2448,1.1156,0.79294,0.094724,0.0065663,0.023392,0.003768,0.00017835,"Normal"
2.0337,1.3212,0.77441,0.093588,0.0063726,0.022592,0.0031673,0.00016191,"Normal"
1.8393,1.0355,0.78019,0.094963,0.0069989,0.02269,0.0038319,0.00027838,"Normal"
1.7524,1.3707,0.7771,0.092957,0.006662,0.02196,0.003411,0.00022043,"Normal"
2.064,1.2944,0.79618,0.094182,0.0075989,0.022915,0.0036294,0.00027775,"Normal"
1.8837,1.3003,0.72685,0.087395,0.0073481,0.021156,0.0024888,0.00026553,"Normal"
1.5387,1.004,0.76301,0.10103,0.0096353,0.023953,0.0050116,0.0010757,"Normal"
2.1149,1.7498,0.73438,0.091645,0.0098783,0.022456,0.0037102,0.0010355,"Normal"
2.0283,1.3129,0.79579,0.094263,0.0078136,0.023187,0.0026883,0.00047509,"Normal"
2.1805,1.2663,0.76481,0.096267,0.0093752,0.022839,0.0046125,0.0010508,"Normal"
1.9006,1.5148,0.77582,0.10362,0.013487,0.024591,0.0048987,0.002262,"Normal"
2.136,1.1818,0.73184,0.089083,0.0072546,0.021864,0.0048041,0.00033878,"Normal"
2.2137,1.3954,0.78129,0.093409,0.0069162,0.022327,0.0032364,0.00033401,"Normal"
2.625,1.1112,0.71632,0.086133,0.0069437,0.02073,0.0025655,0.0002214,"Normal"
1.9249,1.2974,0.84381,0.097508,0.006028,0.024082,0.0039733,0.00023677,"Normal"
2.7761,1.6655,0.76545,0.090554,0.007466,0.021567,0.003666,0.00028496,"Normal"
2.3316,1.4853,0.78587,0.093483,0.006614,0.022723,0.0025482,0.00032658,"Normal"
1.7822,1.146,0.7591,0.090661,0.0067349,0.021766,0.0027814,0.00021889,"Normal"
2.1856,1.5125,0.79853,0.094038,0.0073656,0.022641,0.0027943,0.00017194,"Normal"
1.5566,1.3099,0.79627,0.093872,0.0062014,0.022507,0.0022278,0.00011389,"Normal"
2.2477,1.3214,0.71231,0.086803,0.0066441,0.02076,0.0045668,0.00022304,"Normal"
2.2043,1.423,0.77053,0.095523,0.007744,0.022529,0.0033925,0.00035624,"Normal"
1.7459,1.6858,0.77029,0.095578,0.0088115,0.022418,0.0031429,0.0010462,"Normal"
2.0744,1.3923,0.79904,0.097367,0.007656,0.023317,0.0042658,0.00033406,"Normal"
2.5676,1.2665,0.79852,0.092182,0.0063358,0.022501,0.0043902,0.00017303,"Normal"
1.7327,1.1321,0.77739,0.090583,0.0062263,0.021914,0.0037117,0.00019005,"Normal"
1.8797,1.2807,0.76101,0.09278,0.0081505,0.022545,0.0042531,0.0011995,"Normal"
1.9725,1.1546,0.83708,0.09532,0.0067039,0.023639,0.0028134,0.00031803,"Normal"
1.888,1.0774,0.75146,0.094986,0.0089402,0.022684,0.0042276,0.00064094,"Normal"
1.7926,1.0366,0.79431,0.10094,0.0088062,0.023566,0.0044299,0.00065315,"Normal"
1.7911,1.2245,0.76068,0.089733,0.0065968,0.021578,0.0033515,0.00031183,"Normal"
2.1864,1.0744,0.81001,0.098735,0.0081946,0.023757,0.0052207,0.00023752,"Normal"
2.246,1.1733,0.7755,0.099736,0.0097218,0.023941,0.0046214,0.0011584,"Normal"
2.2088,1.2217,0.78764,0.10338,0.012378,0.025512,0.0046367,0.0020932,"Normal"
2.2618,1.1235,0.73972,0.090358,0.0077833,0.021717,0.0031144,0.00038825,"Normal"
1.9056,1.3512,0.79432,0.094103,0.0072352,0.022668,0.0046454,0.00015226,"Normal"
1.7882,1.1263,0.78075,0.095865,0.0074135,0.022918,0.0032711,0.00029159,"Normal"
2.173,1.3772,0.79404,0.095854,0.0071279,0.022806,0.002495,0.00017536,"Normal"
1.9203,1.0333,0.78762,0.098717,0.008927,0.023773,0.0035887,0.00077235,"Normal"
2.0518,1.5925,0.8034,0.098111,0.0081155,0.023376,0.0042343,0.00040848,"Normal"
1.7794,1.1115,0.83448,0.097989,0.0068809,0.02382,0.0036432,0.00022362,"Normal"
1.6001,1.5882,0.76498,0.087979,0.0067769,0.021372,0.0033223,0.00033746,"Normal"
2.2398,1.2548,0.78579,0.094506,0.0073016,0.022257,0.0024569,0.00014467,"Normal"
1.9846,1.4431,0.81322,0.098863,0.0079502,0.023332,0.0047794,0.00052936,"Normal"
1.9889,1.3843,0.76575,0.097358,0.0081132,0.022963,0.0043152,0.00075668,"Normal"
2.5408,1.6709,0.7944,0.096247,0.0072434,0.022754,0.0030018,0.00014877,"Normal"
2.1307,1.4745,0.79304,0.099988,0.0084031,0.02316,0.0033229,0.00031389,"Normal"
2.144,1.0301,0.73424,0.095885,0.0094093,0.022752,0.0044431,0.00089546,"Normal"
1.9928,1.1772,0.82175,0.1093,0.012228,0.026595,0.0059749,0.0023111,"Normal"
1.7333,0.98744,0.74695,0.090979,0.007706,0.021958,0.0042226,0.0003906,"Normal"
1.8872,1.0434,0.80765,0.098855,0.0074521,0.023854,0.0039834,0.00022197,"Normal"
2.0086,1.2483,0.75343,0.099122,0.0095411,0.022893,0.0046566,0.00067569,"Normal"
1.935,1.3414,0.78123,0.099364,0.010768,0.023546,0.0049281,0.0011272,"Normal"
2.2369,1.1291,0.79685,0.092632,0.0063518,0.022944,0.0044336,0.00019434,"Normal"
2.0626,1.2013,0.78006,0.10015,0.0097249,0.024795,0.0056856,0.0021376,"Normal"
2.422,1.2476,0.7816,0.10659,0.012538,0.025773,0.0059628,0.0028385,"Normal"
1.7898,1.3683,0.82981,0.098074,0.0070642,0.024026,0.0033629,0.00077618,"Normal"
1.96,1.2827,0.76653,0.09313,0.0076253,0.02238,0.0039424,0.00017165,"Normal"
2.4357,1.2893,0.81553,0.1036,0.0092961,0.02406,0.0037123,0.00053984,"Normal"
1.9606,1.3985,0.80012,0.095373,0.0067983,0.022877,0.0036589,0.00031314,"Normal"
1.9391,1.5867,0.75288,0.089113,0.0067504,0.021817,0.0038407,0.00018397,"Normal"
2.1916,1.0356,0.80723,0.097769,0.0072939,0.02346,0.0048716,0.00017523,"Normal"
2.2991,1.3173,0.75862,0.090729,0.0067213,0.02154,0.0022159,0.00017435,"Normal"
2.0127,1.3863,0.75216,0.091388,0.0077591,0.021739,0.0027968,0.00026641,"Normal"
1.8971,1.491,0.74045,0.086531,0.0076034,0.021727,0.0035483,0.00078133,"Normal"
1.9687,1.1565,0.78398,0.09366,0.0075294,0.022484,0.0034886,0.00016272,"Normal"
2.2985,1.4041,0.76057,0.093122,0.0075428,0.022081,0.0024731,0.00039325,"Normal"
1.7031,1.2657,0.7836,0.092094,0.0058689,0.022165,0.0025753,0.00016355,"Normal"
1.9553,1.3277,0.74979,0.08899,0.0067166,0.0217,0.0038899,0.00037659,"Normal"
2.0229,1.6133,0.82828,0.099048,0.0092194,0.024555,0.005272,0.0012812,"Normal"
2.1909,1.2698,0.73838,0.094318,0.010073,0.022507,0.0045205,0.0016176,"Normal"
2.2824,1.172,0.77054,0.099134,0.0086386,0.022975,0.0049077,0.00057815,"Normal"
1.6591,1.3604,0.80167,0.093626,0.0066396,0.022939,0.0040251,0.00036407,"Normal"
1.4699,1.4372,0.76152,0.099602,0.011784,0.023929,0.0054957,0.0017572,"Normal"
2.4517,0.98161,0.73673,0.097796,0.010642,0.024132,0.0041773,0.0014537,"Normal"
1.9038,1.3015,0.78764,0.09151,0.0061119,0.022046,0.0034207,0.00023195,"Normal"
1.4753,1.2117,0.76068,0.091404,0.0078593,0.022073,0.0052546,0.00042333,"Normal"
2.1942,1.6813,0.77954,0.090014,0.0066066,0.021908,0.0027433,0.00015898,"Normal"
2.1376,1.0859,0.77285,0.093075,0.0066478,0.022356,0.0026902,0.00025483,"Normal"
2.0428,1.3702,0.7765,0.092241,0.0074711,0.022423,0.0035762,0.00027745,"Normal"
1.5349,0.90131,0.73499,0.090162,0.0076861,0.022475,0.004955,0.00086062,"Normal"
2.0217,1.3065,0.71205,0.089074,0.0078801,0.021021,0.0038779,0.00035869,"Normal"
2.3271,1.2067,0.7959,0.095425,0.0070159,0.022997,0.0024539,0.00014552,"Normal"
1.9481,1.6078,0.80979,0.093943,0.006489,0.022745,0.0036085,0.00017015,"Normal"
1.7259,1.2309,0.76202,0.092774,0.0073836,0.021624,0.0027038,0.00016847,"Normal"
1.9281,1.3964,0.73607,0.088956,0.0073014,0.02133,0.0032134,0.00024479,"Normal"
2.5723,1.2451,0.83962,0.111,0.01051,0.026858,0.0050828,0.0014143,"Normal"
2.1601,1.4817,0.74546,0.096205,0.010841,0.023335,0.0046265,0.0014982,"Normal"
1.4123,1.2027,0.85127,0.1019,0.0075571,0.024199,0.0028232,0.00028628,"Normal"
1.8188,1.2641,0.72529,0.085716,0.0070235,0.02086,0.0039021,0.00017082,"Normal"
2.7334,1.3493,0.83032,0.097126,0.0064657,0.023525,0.0022688,0.00013574,"Normal"
1.5672,1.3569,0.75874,0.090777,0.0070847,0.022068,0.0035112,0.00045018,"Normal"
1.8682,1.6639,0.7785,0.089186,0.0072995,0.022079,0.0040712,0.00031831,"Normal"
2.3357,1.0084,0.74119,0.088443,0.0066187,0.021417,0.003979,0.00033322,"Normal"
2.23,1.5907,0.78865,0.095279,0.0076296,0.022655,0.003345,0.00024375,"Normal"
2.1,1.2364,0.79472,0.095906,0.0070094,0.023085,0.0033547,0.00013867,"Normal"
1.7264,1.2843,0.80757,0.10055,0.0086927,0.023744,0.0045685,0.00073812,"Normal"
2.0221,1.0171,0.73296,0.091969,0.0070474,0.021734,0.0040015,0.00033835,"Normal"
1.9109,1.4475,0.78365,0.091346,0.0068802,0.022075,0.0038448,0.00048531,"Normal"
2.1231,1.0788,0.77526,0.094704,0.007282,0.022202,0.0033185,0.00015779,"Normal"
1.6882,1.3604,0.78677,0.095312,0.0074449,0.022511,0.0037412,0.00017685,"Normal"
2.0219,1.3528,0.82317,0.095599,0.0065412,0.023465,0.0037845,0.00017696,"Normal"
2.2513,1.2423,0.74028,0.08589,0.0070731,0.020988,0.003564,0.00029164,"Normal"
1.9635,1.2,0.81826,0.10152,0.0076898,0.023508,0.0027999,0.00014309,"Normal"
1.9583,1.292,0.78171,0.087734,0.0072957,0.022521,0.0054474,0.00078715,"Normal"
1.7644,1.4576,0.83897,0.093438,0.0069879,0.024233,0.0043272,0.00083288,"Normal"
2.5933,0.98294,0.76059,0.090098,0.0068885,0.021914,0.0029548,0.00016312,"Normal"
2.0899,1.1128,0.79702,0.09657,0.0070875,0.023052,0.0041837,0.00027407,"Normal"
1.8858,1.1389,0.78736,0.094584,0.00837,0.023139,0.0039607,0.00052326,"Normal"
1.9964,1.3407,0.82828,0.10695,0.011064,0.025935,0.0061594,0.001825,"Normal"
2.4243,1.2078,0.73303,0.092149,0.0086235,0.021703,0.0040701,0.00082207,"Normal"
2.0233,1.7525,0.84109,0.10124,0.0081036,0.024033,0.0032911,0.00029965,"Normal"
1.6946,1.2627,0.78229,0.095058,0.0070651,0.023268,0.0040426,0.00020874,"Normal"
2.4211,1.4182,0.78387,0.098659,0.0098412,0.024,0.004045,0.00068843,"Normal"
2.4434,1.2958,0.77641,0.093552,0.0074407,0.022211,0.002869,2e-04,"Normal"
1.8951,1.4856,0.81825,0.099643,0.0073249,0.023444,0.0023843,0.00015188,"Normal"
2.2284,1.3175,0.77381,0.097588,0.0091932,0.023215,0.0033554,0.00079517,"Normal"
2.313,1.3763,0.7627,0.092207,0.0079217,0.021967,0.0028739,0.0005567,"Normal"
1.8782,1.0851,0.76355,0.09587,0.0079553,0.022253,0.003253,0.00020606,"Normal"
1.6793,1.3095,0.78503,0.09235,0.007085,0.022276,0.0029883,0.00019521,"Normal"
1.9736,1.1938,0.78937,0.096062,0.006188,0.022803,0.0041688,0.00022611,"Normal"
1.8811,1.2228,0.76847,0.094172,0.0079086,0.02243,0.0031633,0.00031152,"Normal"
2.2561,1.0957,0.80033,0.10183,0.0087748,0.023841,0.0031011,0.00064372,"Normal"
1.6077,1.2945,0.76687,0.094363,0.0073484,0.022279,0.0029228,0.00013138,"Normal"
2.2225,1.1293,0.81109,0.10372,0.0091802,0.024229,0.004165,0.00052553,"Normal"
2.2611,1.0986,0.80436,0.10048,0.0087004,0.024214,0.0037429,0.00087393,"Normal"
2.326,1.3086,0.79896,0.097772,0.010498,0.02449,0.0045812,0.0017095,"Normal"
2.0036,1.2909,0.78162,0.092367,0.0068418,0.022331,0.0031615,0.00014879,"Normal"
1.9515,1.2601,0.80701,0.098358,0.0078943,0.023246,0.0039203,0.00093228,"Normal"
2.319,1.0502,0.75741,0.093043,0.0077323,0.022693,0.0051808,0.00044414,"Normal"
2.1485,1.1699,0.83026,0.097248,0.0067697,0.023579,0.0032586,0.00010259,"Normal"
2.3195,1.1712,0.75268,0.086591,0.0063483,0.021329,0.002919,0.00022203,"Normal"
2.0792,1.3369,0.79038,0.094102,0.0070005,0.02304,0.0024168,0.00015295,"Normal"
1.8807,1.0907,0.78425,0.093745,0.007,0.023035,0.0038538,0.00022593,"Normal"
1.8675,1.4028,0.76892,0.093447,0.0079456,0.022302,0.0035776,0.00046781,"Normal"
1.9907,1.2728,0.74287,0.086008,0.0061863,0.020832,0.0033398,0.00018625,"Normal"
1.7252,1.7258,0.78088,0.093876,0.0071117,0.022319,0.0049635,0.00024216,"Normal"
2.1525,1.1211,0.75281,0.091434,0.0069038,0.021692,0.0033827,0.00019267,"Normal"
1.8642,1.3177,0.76843,0.093045,0.0078135,0.021945,0.0021757,0.00036677,"Normal"
2.1792,1.174,0.74648,0.092662,0.0078613,0.021782,0.0026198,0.00037316,"Normal"
2.4588,0.9293,0.77607,0.091927,0.0070879,0.022389,0.0029799,0.0001943,"Normal"
1.9009,1.0202,0.80774,0.094588,0.0064967,0.022917,0.0040689,0.00020488,"Normal"
1.9735,1.3562,0.75712,0.08974,0.0071729,0.021958,0.0036191,0.00016372,"Normal"
2.2763,1.1735,0.80714,0.096598,0.0067656,0.023509,0.0031605,0.00025961,"Normal"
1.8124,1.1597,0.71793,0.088804,0.0076839,0.021268,0.0039453,0.00052603,"Normal"
1.8631,1.5794,0.82532,0.096419,0.0068469,0.023001,0.0031837,0.00014674,"Normal"
1.8126,1.1555,0.77694,0.092838,0.0077254,0.022497,0.0033448,0.0006432,"Normal"
1.6968,1.0492,0.79678,0.10407,0.010174,0.024736,0.0047097,0.001301,"Normal"
2.1757,1.3645,0.73692,0.091077,0.0088183,0.021725,0.0036542,0.00059513,"Normal"
2.4041,1.2666,0.77275,0.097801,0.0075815,0.022549,0.0023451,0.00025383,"Normal"
1.7631,1.0663,0.78642,0.099373,0.007878,0.023521,0.0037364,0.00034549,"Normal"
2.2371,1.4731,0.769,0.10381,0.011558,0.023884,0.0049847,0.0017517,"Normal"
1.9222,1.2134,0.71716,0.092338,0.009098,0.022024,0.004629,0.0011523,"Normal"
2.5563,1.374,0.76649,0.092605,0.0078586,0.022074,0.0031265,0.0002196,"Normal"
1.9806,0.95699,0.77378,0.094554,0.0073935,0.022879,0.0036876,0.0004277,"Normal"
2.1601,1.3468,0.79602,0.095756,0.0076381,0.022952,0.0042349,0.00029431,"Normal"
2.0999,1.1364,0.78961,0.093729,0.0073322,0.022641,0.0034914,0.00017387,"Normal"
1.8145,1.3434,0.76891,0.092292,0.0074736,0.022802,0.0035791,0.0006026,"Normal"
2.1327,1.183,0.72907,0.093833,0.0088552,0.022034,0.0043473,0.001057,"Normal"
1.877,1.2185,0.76385,0.09001,0.0067216,0.022121,0.0025722,0.00020722,"Normal"
2.3961,1.2623,0.76836,0.092234,0.0070047,0.022203,0.0034848,0.00017482,"Normal"
1.7159,1.4365,0.74355,0.089745,0.0072911,0.021197,0.0038298,0.0002719,"Normal"
1.985,1.1312,0.77725,0.092672,0.0065648,0.022175,0.0025237,0.00019333,"Normal"
2.1353,1.5626,0.76102,0.089069,0.0068701,0.021449,0.0034992,0.00042464,"Normal"
2.2893,1.2564,0.78534,0.097402,0.0080852,0.023182,0.0038768,0.00029279,"Normal"
1.7394,1.1238,0.74436,0.088125,0.0061292,0.02165,0.0031764,0.00019849,"Normal"
2.4428,1.2525,0.76269,0.091998,0.0075973,0.021669,0.0035946,0.00022513,"Normal"
1.9034,1.1272,0.7531,0.09026,0.0069503,0.021417,0.0024768,0.00029211,"Normal"
1.9453,1.2753,0.79668,0.094224,0.006799,0.02256,0.0029878,0.00018928,"Normal"
2.1304,1.2028,0.75655,0.090914,0.0077256,0.021893,0.0027913,0.00031727,"Normal"
1.4517,1.5296,0.80351,0.10107,0.0082715,0.023437,0.003785,0.0010187,"Normal"
2.2286,1.1036,0.78816,0.10322,0.010348,0.023911,0.0049604,0.0014927,"Normal"
2.198,1.2851,0.79397,0.095904,0.0075115,0.022458,0.0027942,0.00022248,"Normal"
1.7843,1.1788,0.78707,0.10031,0.0091739,0.023619,0.0040473,0.00076512,"Normal"
1.9283,1.3927,0.77398,0.1006,0.01097,0.023757,0.0052656,0.0012686,"Normal"
2.2028,0.99863,0.7449,0.086754,0.0059983,0.021249,0.0034433,0.00015866,"Normal"
2.3101,1.3628,0.76614,0.093485,0.0071148,0.022208,0.0030804,0.00016251,"Normal"
1.9172,1.1597,0.80934,0.097394,0.007037,0.023496,0.0033944,0.00019821,"Normal"
2.0459,1.4915,0.80741,0.094409,0.006563,0.022652,0.0030658,0.00013782,"Normal"
2.4075,1.0556,0.76818,0.091717,0.0075021,0.022237,0.0032867,0.0001609,"Normal"
2.0109,1.2637,0.80141,0.096888,0.0069019,0.022706,0.0023691,0.00023721,"Normal"
1.7947,1.2568,0.79129,0.094811,0.0062832,0.02298,0.0034058,0.00051311,"Normal"
2.1304,1.4407,0.7779,0.094066,0.0076676,0.022439,0.0039412,0.00039067,"Normal"
1.795,1.0726,0.83445,0.098214,0.0060915,0.023759,0.0034815,0.00013897,"Normal"
2.2989,1.4248,0.75411,0.089028,0.0074211,0.02129,0.0041836,0.00016489,"Normal"
2.3506,1.5035,0.83744,0.10146,0.0073538,0.024247,0.0043209,0.00027985,"Normal"
1.586,1.4058,0.74172,0.091861,0.007585,0.021358,0.0036763,0.00038935,"Normal"
2.3099,1.2028,0.80396,0.10081,0.0086542,0.023415,0.0025224,0.00046279,"Normal"
2.4931,1.311,0.8107,0.098571,0.0077532,0.023003,0.002263,0.00014756,"Normal"
1.7423,1.48,0.79175,0.096496,0.0075338,0.022757,0.0032539,0.00027982,"Normal"
2.1204,1.1227,0.72792,0.089388,0.0078586,0.021167,0.0034576,0.00030124,"Normal"
2.2021,1.273,0.80779,0.095151,0.0067327,0.023274,0.003725,0.00030702,"Normal"
2.0966,1.2869,0.78811,0.095953,0.0078725,0.023383,0.0037494,0.00044281,"Normal"
2.2688,1.3793,0.84046,0.099395,0.0072171,0.024117,0.0034403,0.00016728,"Normal"
1.5194,1.0376,0.7672,0.091757,0.0062967,0.022244,0.0052159,0.0002786,"Normal"
2.2897,1.0162,0.77422,0.094657,0.0077505,0.022537,0.0032059,0.0004459,"Normal"
2.2087,1.2852,0.7995,0.10055,0.0086356,0.024208,0.0045396,0.00086488,"Normal"
1.9178,1.2507,0.81336,0.10212,0.0092393,0.024404,0.0058056,0.0008249,"Normal"
2.2214,1.0935,0.76952,0.094232,0.0079516,0.022874,0.0040257,0.0004092,"Normal"
1.9712,1.3428,0.81998,0.095507,0.0073767,0.02348,0.0036808,0.00020663,"Normal"
2.0833,1.4228,0.78037,0.099147,0.0082492,0.022996,0.003381,0.00018135,"Normal"
2.6171,1.2117,0.79842,0.095004,0.0071986,0.022984,0.0028209,0.00024358,"Normal"
1.7464,1.2327,0.84198,0.10095,0.0067561,0.024411,0.0031817,0.00018558,"Normal"
1.6103,1.2306,0.72645,0.090446,0.0071488,0.021371,0.0039745,0.0001422,"Normal"
1.9777,1.2039,0.86019,0.10056,0.0068004,0.024369,0.0027908,0.00016283,"Normal"
1.9891,1.389,0.71318,0.087905,0.0073691,0.021231,0.0032261,0.00038477,"Normal"
2.3017,1.4678,0.8411,0.098266,0.0072929,0.023849,0.0050044,0.0001766,"Normal"
1.7201,1.329,0.74834,0.088787,0.0069468,0.021644,0.0037419,0.00046171,"Normal"
2.3232,1.226,0.76649,0.091578,0.0080534,0.021958,0.0029815,0.00020754,"Normal"
2.1044,1.1153,0.77383,0.099294,0.0096641,0.024442,0.0057429,0.0010694,"Normal"
1.9684,1.3565,0.79211,0.09753,0.0088618,0.023834,0.0040633,0.00072573,"Normal"
2.2209,1.366,0.71458,0.08587,0.0073741,0.020341,0.0035181,0.00021552,"Normal"
1.7398,1.5079,0.80412,0.09901,0.0077862,0.023259,0.0030981,0.00045977,"Normal"
1.7088,1.1876,0.74748,0.090824,0.006959,0.021543,0.003416,0.00026954,"Normal"
2.66,1.5911,0.79002,0.096107,0.0073288,0.022541,0.004087,0.00015988,"Normal"
1.7869,1.2913,0.77068,0.093165,0.006777,0.022024,0.0030155,0.00017906,"Normal"
1.5839,1.4833,0.75671,0.094047,0.0091859,0.022322,0.0034918,0.00063219,"Normal"
1.9675,1.2268,0.76706,0.098395,0.0086459,0.023668,0.0049312,0.0010574,"Normal"
2.1116,1.4011,0.73013,0.092727,0.009245,0.022046,0.0043357,0.00079254,"Normal"
1.7177,1.0786,0.79346,0.09826,0.0082158,0.023737,0.0049401,0.00037407,"Normal"
2.0824,1.4482,0.80906,0.092916,0.0066352,0.022881,0.0033878,0.00030177,"Normal"
1.7678,1.4357,0.78288,0.091268,0.0067986,0.022074,0.0034714,0.00018651,"Normal"
2.346,1.294,0.75327,0.093783,0.0093152,0.022344,0.003339,0.00086593,"Normal"
1.8981,1.2622,0.78245,0.094257,0.0063742,0.022532,0.0037541,0.00021988,"Normal"
1.8548,1.4064,0.71576,0.085269,0.0074127,0.020706,0.0048552,0.00061482,"Normal"
2.2905,1.3051,0.80627,0.1038,0.009851,0.024355,0.0041793,0.0010501,"Normal"
2.2101,1.5131,0.78939,0.099832,0.009213,0.024073,0.004561,0.0012346,"Normal"
1.8137,1.237,0.74473,0.0948,0.0084654,0.022227,0.0035805,0.00056628,"Normal"
1.3377,1.3343,0.712,0.087301,0.0066749,0.020338,0.0032188,0.00035659,"Normal"
2.2366,1.4941,0.73827,0.091922,0.008566,0.021577,0.0037916,0.0005691,"Normal"
2.2287,1.199,0.78356,0.094711,0.0076158,0.022643,0.0030195,0.00013035,"Normal"
2.04,1.429,0.75125,0.090078,0.0066823,0.021329,0.0027247,0.00026318,"Normal"
1.5104,1.2331,0.71772,0.089862,0.0079444,0.021272,0.005041,0.00041388,"Normal"
2.7182,1.6501,0.83082,0.095901,0.0070748,0.023495,0.0037404,0.00038633,"Normal"
2.1271,1.2695,0.78885,0.094242,0.006752,0.022327,0.0027349,0.00028059,"Normal"
1.8914,1.6248,0.76124,0.096859,0.0095948,0.022517,0.0039472,0.00086071,"Normal"
1.8693,1.1737,0.74368,0.096229,0.0079646,0.022889,0.0030964,0.00043664,"Normal"
2.0727,1.5053,0.76733,0.095074,0.0081238,0.022505,0.0040408,0.00028501,"Normal"
2.6474,1.2445,0.80734,0.10337,0.008892,0.023801,0.0033011,0.00036092,"Normal"
1.9138,1.3391,0.799,0.099261,0.009016,0.023635,0.0030227,0.00081428,"Normal"
1.6944,1.3564,0.77258,0.10396,0.010654,0.023765,0.0057125,0.0013467,"Normal"
2.5371,1.1546,0.7367,0.096459,0.0093691,0.022806,0.0033766,0.00087878,"Normal"
2.248,1.3829,0.80361,0.10205,0.0099376,0.024377,0.0056872,0.0011602,"Normal"
2.0143,1.4342,0.77977,0.095599,0.0077329,0.022539,0.0031604,0.00022047,"Normal"
1.7629,1.3819,0.80357,0.096477,0.0075133,0.023383,0.0043758,0.00041381,"Normal"
1.9756,1.1892,0.73143,0.091481,0.00933,0.021971,0.0051091,0.00082179,"Normal"
2.604,1.6031,0.77581,0.093995,0.0081285,0.022559,0.0054839,0.00081181,"Normal"
1.8391,1.2503,0.80255,0.092136,0.0059623,0.022554,0.0040983,0.00042143,"Normal"
1.5844,1.5237,0.77342,0.092597,0.008265,0.022373,0.0045588,0.00050934,"Normal"
2.2057,1.4707,0.747,0.090945,0.0091938,0.022333,0.0050436,0.00099377,"Normal"
1.9815,1.1834,0.75841,0.091016,0.0069647,0.021993,0.0039668,0.00022013,"Normal"
1.6412,1.1743,0.78603,0.09482,0.0074108,0.022625,0.0031537,0.00036236,"Normal"
1.3916,1.3131,0.81443,0.10623,0.010618,0.02535,0.0044082,0.0016008,"Normal"
1.9678,1.1749,0.72096,0.092689,0.0091929,0.021551,0.0051649,0.00060107,"Normal"
2.5823,1.5216,0.77915,0.095492,0.0072007,0.022495,0.0034096,0.00023212,"Normal"
1.7032,1.1827,0.76732,0.093241,0.0071113,0.022401,0.0045276,0.00034304,"Normal"
1.8367,1.3546,0.80349,0.096631,0.0077261,0.023184,0.0039092,0.00027219,"Normal"
2.9374,1.0379,0.88335,0.10982,0.0081357,0.02608,0.003,0.00040971,"Normal"
1.9856,1.2494,0.95763,0.11525,0.0091436,0.027929,0.0044998,0.00065588,"Normal"
2.2428,1.1337,0.86099,0.10371,0.00846,0.024914,0.0048998,0.00021244,"Normal"
2.0093,1.287,0.99979,0.11814,0.0081263,0.028842,0.002518,0.00042487,"Normal"
1.9608,0.85843,0.8806,0.10878,0.0077398,0.026185,0.0053552,0.00039012,"Normal"
2.4413,0.93504,0.94634,0.11307,0.0078986,0.027442,0.0028169,0.00032625,"Normal"
1.3726,1.199,0.94396,0.11413,0.0079122,0.027308,0.0034588,0.00019961,"Normal"
2.3031,1.6334,0.89353,0.10474,0.008598,0.025841,0.0042527,0.00053394,"Normal"
1.9346,1.3512,0.98299,0.11802,0.0076667,0.027994,0.0034924,0.00011801,"Normal"
2.3208,1.1616,0.88426,0.10742,0.0081911,0.02548,0.0034758,0.00049443,"Normal"
